18108	16923	26711	14172	5385
2930	20896	26686	11482	20655
522	12557	14176	27319	31997
22185	5032	30888	22963	23014
14967	27777	4208	8731	991
13968	24447	17513	10917	15263
1008	29644	10579	477	16915
26083	19739	16526	31155	14463
6770	15986	16914	9197	24424
10999	18857	1540	4041	24094
30108	4589	18166	11053	31999
12469	2944	12825	31691	24212
12426	23474	14750	4347	28891
27788	8246	29023	8133	23217
7595	30920	3002	21000	28272
14360	28327	4995	2824	22812
2072	6924	13704	9300	15625
14381	25296	6018	22925	1410
31624	22773	20513	27358	12508
5010	4813	5696	24824	1959
25088	6004	18242	23664	11561
2697	29786	32357	24853	31990
18899	5705	16395	31115	30126
25843	8105	26393	10650	4059
10365	9696	2542	10852	29539
6077	4194	2027	8353	32528
24209	8851	17603	24687	15407
8911	18231	21260	15626	21420
3753	27622	19138	4068	5917
12210	3655	29603	19917	14216
29975	24342	20168	29774	20021
5561	24647	15589	15080	1629
18382	4885	28473	2044	21767
19257	32298	5949	15965	682
11702	24773	11099	4332	3725
9283	2243	24475	21388	15418
622	21779	9470	22157	16103
15842	27541	10700	14533	24815
20262	13121	20940	10855	25895
18872	31683	6507	19178	4370
4883	23674	10135	6793	18212
18592	20971	15808	11383	5980
5555	30354	21635	5970	21766
21399	1873	15285	325	16758
31446	13938	10196	16109	9236
2333	3733	17825	32239	14492
7209	29607	25040	3990	2021
16846	19963	7065	3478	21170
13745	20749	8437	9858	14085
477	23785	16268	21119	4831
10879	909	114	7175	23465
26043	16413	24400	13754	9614
31876	16998	10141	11858	25356
14100	10201	25454	2009	15984
30277	25970	29672	29384	15754
7138	30955	17483	20573	4036
26344	21623	32378	25323	32656
7238	15711	28674	17248	18712
8397	24407	29817	31839	24320
15469	27456	23052	23721	22592
6325	4541	31919	1110	21140
20131	12202	29322	17709	14901
32540	17816	9988	32150	4205
7783	2600	28103	23469	12826
26452	20108	4616	13525	16071
22559	28680	9551	27363	27544
30606	17692	136	8727	19854
18872	22830	8887	14221	4691
8900	27442	29916	28254	4428
30548	28562	16602	3635	29473
330	3163	369	25541	18337
13278	4197	29504	17518	31825
28270	19150	17856	6875	6985
10263	20889	23535	11053	6427
4459	12051	29864	2779	31062
9072	16439	5832	10015	8474
21928	15085	13552	27421	816
26843	31698	13900	31308	5976
490	24777	7768	17094	4215
5715	8432	2133	11655	27987
2058	18408	30076	18596	31184
30920	4162	2597	27198	7435
15949	25089	1664	32706	14677
18105	31241	10726	25809	25078
26995	14848	2613	32273	16153
2714	7402	16478	9590	21352
16913	15420	19260	12598	6136
10973	19764	16529	31064	21462
25048	14133	14421	29286	8882
10298	3379	9094	3955	24317
13528	10420	9938	31951	31493
2943	12586	17760	11347	28115
6354	17897	11248	4866	27707
17181	10519	28054	26061	6605
12369	15833	5502	32349	5229
3361	2102	18155	27456	4572
2278	11321	6685	18527	22370
11614	11795	19566	28931	561
31721	16266	18173	18544	17370
18430	32384	22452	21776	29864
5778	26645	27875	4488	4007
30620	19918	14602	28933	6765
18997	11795	18395	8625	16089
19149	31770	17733	14615	4147
5914	15396	17636	8795	22510
28565	7816	15750	12675	13588
17437	28649	3707	15105	8902
9274	30412	5130	23472	18681
29463	3417	23754	8323	18889
15230	18756	1496	29171	27163
28105	12839	22506	23122	15483
20255	20382	31727	3250	25076
20667	3412	6773	23347	22657
20008	436	22343	3428	12479
12619	23495	99	13896	4535
7557	10280	25016	23446	6999
29156	28026	23009	6563	1000
12243	5096	19116	3588	23063
6928	12192	17312	32397	30799
32349	23452	2339	30052	6151
12775	5842	15831	23627	26337
22479	5044	25968	6257	26743
5127	31010	4326	19703	18198
14846	1935	31679	30817	26076
20249	8868	4698	11488	3499
4823	31205	27967	23234	32650
9614	24530	24270	31580	27788
348	20618	24713	18809	17564
27676	4050	3279	22801	16368
12845	15138	4751	27476	26925
4896	15750	10963	6703	30536
27661	20051	16458	14189	1970
29934	28916	30186	13313	10896
32628	9378	19925	17237	27404
21950	4961	4256	994	23590
16636	19451	29362	30652	11953
21425	3894	2395	14979	5421
12624	2706	2944	16657	26877
17696	31116	9494	18682	1583
9706	18342	12340	18769	4235
8506	15856	5947	13847	3957
23743	5188	700	24062	4127
31387	9657	286	28913	31819
4521	24093	1183	18672	13712
15708	23305	13111	15015	16946
7988	12823	21223	1159	1714
14801	25687	10290	19407	10408
7446	3604	7808	17248	15400
31473	14348	32121	6913	20498
32120	2344	17362	12699	23731
27418	8341	13996	20614	3560
3802	32570	14138	4440	25679
19372	26630	20825	12306	29237
13119	24765	17591	19956	14654
29620	22296	973	17424	30220
15839	14597	4064	18731	7636
6048	11813	26056	3815	15482
28555	23916	1533	27431	163
30636	3963	9100	9545	26403
9875	30010	16089	21041	13649
11406	2321	11127	2404	13705
14788	5646	18861	20592	28484
20874	14473	29731	6541	27057
20191	31294	18994	9723	31720
28913	5896	29897	5569	11935
31635	20070	18098	825	25908
19390	828	9049	22032	27872
21732	10526	19136	19253	1474
18122	20154	13182	30921	1820
27522	25487	15059	14190	24208
26573	6260	22415	16896	21608
17531	11102	5116	22105	23367
18987	18666	22555	20176	18381
21588	13865	1905	21379	21659
16186	17782	26763	19803	31807
3946	27780	7325	31768	14621
22405	5824	7962	20343	16889
29988	7746	29952	29761	924
18997	31531	21511	14480	15871
17510	19299	9205	392	15074
1456	24814	22486	26658	7725
30271	13573	31045	7251	20854
6150	15380	23032	18648	17434
24779	12072	20492	5645	3240
32702	19338	28979	2357	1734
11969	36	7252	31635	20747
17718	21775	27807	9553	14015
22813	27685	16510	25351	32563
27264	23204	22543	16912	23105
14065	19205	22599	31251	7760
15234	31947	24656	22750	3721
13372	9311	21011	23872	6900
16852	21421	29548	2000	4421
859	14766	4030	29421	3887
1919	13835	1795	13505	6381
21866	4056	3874	9234	3523
22963	22407	19033	17090	17516
1202	24944	30490	19147	29983
20492	4253	9118	4084	31328
20733	22684	2214	31323	3935
28412	12650	8100	32421	32213
2146	29526	3192	20020	27524
15227	9496	24831	8010	14922
26595	30348	5148	9505	6311
29697	5757	3904	22951	17002
22007	17483	31343	923	28359
20094	26456	14539	25161	9390
1498	14061	10786	15363	2452
1229	21039	31095	3613	32496
17713	16141	392	23848	14389
4306	11193	30201	24772	3477
24171	23471	25039	14181	6652
12091	7001	18383	13055	17617
18658	3028	17536	30276	6807
940	31509	16156	13627	16957
1193	32381	17619	18522	12552
31415	3604	22460	3882	684
10893	31169	4927	18661	23444
13798	4478	21619	8178	13318
6574	9095	30798	18000	32625
23505	1626	5897	6995	9369
29375	30215	4246	1694	17865
489	9147	28081	7890	10519
28112	10257	30320	15997	30845
32645	22366	7686	3788	18492
14891	7386	20155	356	28580
16728	18308	25484	17922	32466
12455	30906	21716	28939	1467
6732	7083	21361	4858	28815
24455	12315	16005	20513	29444
641	6780	4359	21828	18941
3007	15245	21404	18437	4480
9953	6654	26150	31121	25966
24105	32703	3431	6906	4498
2947	1009	6270	17936	24748
17435	22984	12619	5120	17440
16595	31458	10373	4500	10978
16735	4099	20013	15198	476
14142	11605	30837	20082	6640
15984	5486	32613	6792	4077
1742	19216	6565	30478	15405
28817	2385	2168	7125	24885
30717	3450	7200	5282	20289
541	5774	29639	16976	26608
12456	1668	10300	31120	30360
20504	15855	2809	901	1614
3045	8848	21424	3943	27562
5868	7248	29382	26903	15720
17709	10334	31564	30057	24575
29404	20844	7280	14724	12435
12060	14046	24675	20267	5305
22922	15811	19977	12123	8197
7083	31614	19598	15272	13592
22703	19914	26466	11232	20551
22456	19523	73	11230	14628
8903	26216	29735	17856	7395
5435	10204	8350	25809	27526
30059	12907	15516	1646	25437
18285	2667	9686	5003	4410
23949	31357	3327	2110	14408
14804	14507	26858	10849	5024
31948	18620	2155	25940	8988
32500	19408	18220	30138	23824
26529	20233	16090	29452	7709
9487	5932	23387	8963	17920
12045	19107	5783	3927	32368
24380	9590	28964	1931	27751
22811	25003	6209	15694	25901
28346	13906	3007	32142	2254
8772	9896	292	25573	7440
1106	1381	2593	23693	15454
3749	31777	23198	9600	287
31519	27418	4861	5829	22729
17534	28133	26055	26848	26453
9744	17381	28819	4194	14043
4725	12185	8596	15264	16180
24337	11687	20470	1484	16921
4761	14254	15913	9264	20180
2696	17276	24908	32020	24505
16395	21435	8989	13597	27071
17338	16159	3644	31596	13526
16356	1790	30430	11526	21439
22062	31655	20869	14901	31665
16043	30065	1128	5762	28264
30245	28743	7797	4102	343
19064	32168	8482	8432	768
17863	2650	10415	24760	32008
11928	24956	32624	16098	8991
3725	1248	11404	23639	10298
14419	26937	23385	26785	26897
7700	10297	1529	20369	16893
9493	14007	21851	8449	1505
23395	28607	24476	30961	27191
31032	30126	19523	30844	13725
23869	7058	32165	27917	28912
21275	11304	18840	13895	4909
31776	25518	3995	16499	17316
10568	4569	19714	30948	3032
31230	1569	31241	8433	32338
29402	30411	8630	30564	3908
